ogc_fid,Longitude,x_coordinate_address,x_coordinate_zip,property_id,street_name,x_coordinate_city,census_year,Latitude,parking_type,block_id,clue_small_area,parking_spaces,base_property_id,x_coordinate_state,FID,Area of Interest
96261,144.9605086,,,105527,16-32 Leicester Street,,2017,-37.80570036,Commercial,263,Carlton,454,105527,,com_clue_offstreet_car_parking_2017.96261,Off Street Parking
96263,144.9376304,,,106302,275-285 Macaulay Road,,2017,-37.79551317,Private,309,North Melbourne,10,106302,,com_clue_offstreet_car_parking_2017.96263,Off Street Parking
96264,144.9713885,,,565576,204 Rathdowne Street,,2017,-37.79405731,Residential,228,Carlton,1,565576,,com_clue_offstreet_car_parking_2017.96264,Off Street Parking
96266,144.9549214,,,109222,70 Story Street,,2017,-37.79647485,Residential,918,Parkville,1,109222,,com_clue_offstreet_car_parking_2017.96266,Off Street Parking
96267,144.9698003,,,103092,145 Elgin Street,,2017,-37.79772301,Private,216,Carlton,1,103092,,com_clue_offstreet_car_parking_2017.96267,Off Street Parking
96269,144.9866769,,,104350,88 Gipps Street,,2017,-37.81279121,Residential,610,East Melbourne,2,104350,,com_clue_offstreet_car_parking_2017.96269,Off Street Parking
96275,144.9868787,,,100366,130 Albert Street,,2017,-37.81047909,Residential,612,East Melbourne,1,100366,,com_clue_offstreet_car_parking_2017.96275,Off Street Parking
96276,144.9475674,,,100634,1-7 Avis Lane,,2017,-37.79485645,Residential,353,North Melbourne,2,100634,,com_clue_offstreet_car_parking_2017.96276,Off Street Parking
96277,144.948315,,,108935,544 Spencer Street,,2017,-37.80763008,Private,426,West Melbourne (Residential),2,108935,,com_clue_offstreet_car_parking_2017.96277,Off Street Parking
96279,144.949831,,,103447,201-203 Errol Street,,2017,-37.79980895,Residential,349,North Melbourne,1,103447,,com_clue_offstreet_car_parking_2017.96279,Off Street Parking
96281,144.9521557,,,569276,34-36 Jeffcott Street,,2017,-37.81142424,Private,101,West Melbourne (Residential),9,569276,,com_clue_offstreet_car_parking_2017.96281,Off Street Parking
96283,144.942412,,,111379,83-85 Munster Terrace,,2017,-37.80155232,Private,337,North Melbourne,12,111379,,com_clue_offstreet_car_parking_2017.96283,Off Street Parking
96284,144.949023,,,107846,14 Purcell Street,,2017,-37.80211169,Private,346,North Melbourne,1,107846,,com_clue_offstreet_car_parking_2017.96284,Off Street Parking
96285,144.9645359,,,101597,105 Cardigan Street,,2017,-37.80419304,Residential,255,Carlton,1,101597,,com_clue_offstreet_car_parking_2017.96285,Off Street Parking
96287,144.9562275,,,100952,39-43 Bedford Street,,2017,-37.80163962,Residential,375,North Melbourne,5,100952,,com_clue_offstreet_car_parking_2017.96287,Off Street Parking
96289,144.9607219,,,106015,377-383 Little Lonsdale Street,,2017,-37.81176227,Private,74,Melbourne (CBD),8,106015,,com_clue_offstreet_car_parking_2017.96289,Off Street Parking
96291,144.9482644,,,110647,52 Molesworth Street,,2017,-37.79740722,Residential,352,North Melbourne,2,110647,,com_clue_offstreet_car_parking_2017.96291,Off Street Parking
96293,144.9454525,,,100042,255 Abbotsford Street,,2017,-37.80128203,Residential,334,North Melbourne,1,100042,,com_clue_offstreet_car_parking_2017.96293,Off Street Parking
96295,144.9529148,,,108604,5 St Andrews Street,,2017,-37.80431506,Residential,356,North Melbourne,2,108604,,com_clue_offstreet_car_parking_2017.96295,Off Street Parking
96296,144.9470627,,,645709,26 Little Baillie Street,,2017,-37.8011709,Residential,331,North Melbourne,1,645709,,com_clue_offstreet_car_parking_2017.96296,Off Street Parking
96297,144.9521302,,,108013,460 Queensberry Street,,2017,-37.80303727,Residential,368,North Melbourne,1,108013,,com_clue_offstreet_car_parking_2017.96297,Off Street Parking
96298,144.9565991,,,103777,65 Fitzgibbon Street,,2017,-37.79472986,Residential,914,Parkville,1,103777,,com_clue_offstreet_car_parking_2017.96298,Off Street Parking
96301,144.9841154,,,111307,210-214 Albert Street,,2017,-37.81023069,Residential,613,East Melbourne,10,111307,,com_clue_offstreet_car_parking_2017.96301,Off Street Parking
96304,144.9545988,,,557201,18 Capel Place,,2017,-37.8041474,Residential,357,North Melbourne,2,557201,,com_clue_offstreet_car_parking_2017.96304,Off Street Parking
96311,144.9612468,,,636694,30 Royal Parade,,2017,-37.79739836,Private,270,Parkville,20,104468,,com_clue_offstreet_car_parking_2017.96311,Off Street Parking
96312,144.9531708,,,106796,5 Moss Place,,2017,-37.80475783,Residential,356,North Melbourne,1,106796,,com_clue_offstreet_car_parking_2017.96312,Off Street Parking
96314,144.96141,,,101243,71-79 Bouverie Street,,2017,-37.80477948,Private,263,Carlton,9,101243,,com_clue_offstreet_car_parking_2017.96314,Off Street Parking
96315,144.9697778,,,101219,100-116 Bourke Street,,2017,-37.81170307,Private,57,Melbourne (CBD),97,101219,,com_clue_offstreet_car_parking_2017.96315,Off Street Parking
96316,144.9673512,,,107199,230-232 Palmerston Street,,2017,-37.79567643,Residential,210,Carlton,2,107199,,com_clue_offstreet_car_parking_2017.96316,Off Street Parking
96317,144.965658,,,109557,3 Union Place,,2017,-37.79647646,Residential,203,Carlton,1,109557,,com_clue_offstreet_car_parking_2017.96317,Off Street Parking
96319,144.9548222,,,105375,276-282 King Street,,2017,-37.81349786,Private,72,Melbourne (CBD),5,105375,,com_clue_offstreet_car_parking_2017.96319,Off Street Parking
96320,144.9367956,,,637403,65 South Wharf Drive,,2017,-37.82246825,Residential,773,Docklands,2,637403,,com_clue_offstreet_car_parking_2017.96320,Off Street Parking
96321,144.9370216,,,637400,59 South Wharf Drive,,2017,-37.82251956,Residential,773,Docklands,2,637400,,com_clue_offstreet_car_parking_2017.96321,Off Street Parking
96324,144.9512931,,,103016,32 Eades Place,,2017,-37.80582461,Residential,424,West Melbourne (Residential),2,103016,,com_clue_offstreet_car_parking_2017.96324,Off Street Parking
96326,144.9896965,,,104546,36-42 Grey Street,,2017,-37.8119255,Residential,602,East Melbourne,7,104546,,com_clue_offstreet_car_parking_2017.96326,Off Street Parking
96328,144.9549541,,,104153,140-142 Gatehouse Street,,2017,-37.79397148,Residential,922,Parkville,2,104153,,com_clue_offstreet_car_parking_2017.96328,Off Street Parking
96331,144.9828639,,,100362,242-248 Albert Street,,2017,-37.80997162,Residential,620,East Melbourne,4,100362,,com_clue_offstreet_car_parking_2017.96331,Off Street Parking
96335,144.9673847,,,106214,300 Lygon Street,,2017,-37.79994448,Private,218,Carlton,1,106214,,com_clue_offstreet_car_parking_2017.96335,Off Street Parking
96341,144.9723324,,,103071,65 Elgin Street,,2017,-37.79799835,Private,223,Carlton,4,103071,,com_clue_offstreet_car_parking_2017.96341,Off Street Parking
96342,144.9733763,,,101498,54A Canning Street,,2017,-37.79821806,Residential,234,Carlton,1,101498,,com_clue_offstreet_car_parking_2017.96342,Off Street Parking
96344,144.9889594,,,109591,22 Vale Street South,,2017,-37.8191418,Residential,657,East Melbourne,1,109591,,com_clue_offstreet_car_parking_2017.96344,Off Street Parking
96345,144.9566584,,,107886,341-347 Queensberry Street,,2017,-37.80405638,Private,359,North Melbourne,6,107886,,com_clue_offstreet_car_parking_2017.96345,Off Street Parking
96346,144.9734906,,,639238,30-50 Elgin Street,,2017,-37.79749229,Residential,233,Carlton,60,639238,,com_clue_offstreet_car_parking_2017.96346,Off Street Parking
96349,144.944965,,,577280,72-82 Lorimer Street,,2017,-37.82470448,Residential,773,Docklands,140,577280,,com_clue_offstreet_car_parking_2017.96349,Off Street Parking
96350,144.9563471,,,103766,17 Fitzgibbon Street,,2017,-37.79626795,Residential,917,Parkville,2,103766,,com_clue_offstreet_car_parking_2017.96350,Off Street Parking
96354,144.9669716,,,511130,219 Elgin Street,,2017,-37.79731611,Residential,207,Carlton,1,511130,,com_clue_offstreet_car_parking_2017.96354,Off Street Parking
96356,144.964422,,,107541,95-125 Pelham Street,,2017,-37.80282169,Residential,255,Carlton,24,107541,,com_clue_offstreet_car_parking_2017.96356,Off Street Parking
96357,144.9523393,,,108973,85-161 Spencer Street,,2017,-37.81815358,Commercial,1101,Docklands,154,108973,,com_clue_offstreet_car_parking_2017.96357,Off Street Parking
96358,144.9445849,,,100516,192-200 Arden Street,,2017,-37.80006596,Private,329,North Melbourne,75,100516,,com_clue_offstreet_car_parking_2017.96358,Off Street Parking
96359,144.9628783,,,103312,222-260 Elizabeth Street,,2017,-37.81261442,Residential,65,Melbourne (CBD),48,103312,,com_clue_offstreet_car_parking_2017.96359,Off Street Parking
96360,144.9576135,,,108466,71 Royal Parade,,2017,-37.79487307,Residential,915,Parkville,2,108466,,com_clue_offstreet_car_parking_2017.96360,Off Street Parking
96361,144.9444771,,,105782,73-75 Lothian Street,,2017,-37.80155266,Residential,335,North Melbourne,1,105782,,com_clue_offstreet_car_parking_2017.96361,Off Street Parking
96362,144.9796962,,,100251,29-31 Agnes Street,,2017,-37.8176467,Residential,656,East Melbourne,9,100251,,com_clue_offstreet_car_parking_2017.96362,Off Street Parking
96363,144.9468714,,,107756,38 Provost Street,,2017,-37.80179115,Residential,332,North Melbourne,1,107756,,com_clue_offstreet_car_parking_2017.96363,Off Street Parking
96364,144.947264,,,108874,559-565 Spencer Street,,2017,-37.80766599,Residential,419,West Melbourne (Residential),18,108874,,com_clue_offstreet_car_parking_2017.96364,Off Street Parking
96366,144.9621637,,,101258,247-253 Bouverie Street,,2017,-37.80063603,Private,242,Carlton,4,101258,,com_clue_offstreet_car_parking_2017.96366,Off Street Parking
96369,144.9449675,,,100010,143-149 Abbotsford Street,,2017,-37.8039667,Private,342,North Melbourne,3,100010,,com_clue_offstreet_car_parking_2017.96369,Off Street Parking
96372,144.9645443,,,101598,107 Cardigan Street,,2017,-37.80414509,Residential,255,Carlton,2,101598,,com_clue_offstreet_car_parking_2017.96372,Off Street Parking
96377,144.9495621,,,111179,127 Errol Street,,2017,-37.80186792,Residential,347,North Melbourne,2,111179,,com_clue_offstreet_car_parking_2017.96377,Off Street Parking
96378,144.9457519,,,100201,187-189 Adderley Street,,2017,-37.80909871,Private,418,West Melbourne (Residential),2,100201,,com_clue_offstreet_car_parking_2017.96378,Off Street Parking
96379,144.9638744,,,110336,1 Riverside Quay,,2017,-37.82193589,Residential,801,Southbank,80,110336,,com_clue_offstreet_car_parking_2017.96379,Off Street Parking
96384,144.9688281,,,103934,167-173 Flinders Lane,,2017,-37.81614299,Private,16,Melbourne (CBD),10,103934,,com_clue_offstreet_car_parking_2017.96384,Off Street Parking
96385,144.9452378,,,102891,434 Dryburgh Street,,2017,-37.79506859,Residential,307,North Melbourne,1,102891,,com_clue_offstreet_car_parking_2017.96385,Off Street Parking
96389,144.9473084,,,100242,142 Adderley Street,,2017,-37.80979054,Residential,430,West Melbourne (Residential),1,100242,,com_clue_offstreet_car_parking_2017.96389,Off Street Parking
96390,144.9890971,,,108770,150 Simpson Street,,2017,-37.811305,Residential,602,East Melbourne,1,108770,,com_clue_offstreet_car_parking_2017.96390,Off Street Parking
96394,144.948386,,,102379,44-60 Curzon Street,,2017,-37.80337828,Commercial,345,North Melbourne,38,102379,,com_clue_offstreet_car_parking_2017.96394,Off Street Parking
96396,144.9616504,,,103200,287-289 Elizabeth Street,,2017,-37.81190921,Private,74,Melbourne (CBD),3,103200,,com_clue_offstreet_car_parking_2017.96396,Off Street Parking
96398,144.9373948,,,627710,6 Stokehold Mews,,2017,-37.82277387,Residential,773,Docklands,2,627710,,com_clue_offstreet_car_parking_2017.96398,Off Street Parking
96399,144.9571345,,,103800,46 Fitzgibbon Street,,2017,-37.79532524,Residential,915,Parkville,1,103800,,com_clue_offstreet_car_parking_2017.96399,Off Street Parking
96402,144.9382696,,,617381,59-63 Mark Street,,2017,-37.7940216,Private,2390,North Melbourne,25,617381,,com_clue_offstreet_car_parking_2017.96402,Off Street Parking
96403,144.9739035,,,101457,198 Canning Street,,2017,-37.7938395,Residential,229,Carlton,1,101457,,com_clue_offstreet_car_parking_2017.96403,Off Street Parking
96404,144.9590306,,,111525,120 Berkeley Street,,2017,-37.80266801,Residential,259,Carlton,1,111525,,com_clue_offstreet_car_parking_2017.96404,Off Street Parking
96407,144.9747327,,,109116,120 Station Street,,2017,-37.79460638,Residential,230,Carlton,1,109116,,com_clue_offstreet_car_parking_2017.96407,Off Street Parking
96408,144.9707965,,,600015,6 Silver Top Terrace,,2017,-37.79949244,Residential,220,Carlton,2,600015,,com_clue_offstreet_car_parking_2017.96408,Off Street Parking
96409,144.9686149,,,107539,15-31 Pelham Street,,2017,-37.80356075,Commercial,251,Carlton,170,107539,,com_clue_offstreet_car_parking_2017.96409,Off Street Parking
96412,144.957209,,,103789,68 Fitzgibbon Street,,2017,-37.7947125,Residential,915,Parkville,1,103789,,com_clue_offstreet_car_parking_2017.96412,Off Street Parking
96414,144.9454242,,,110238,13-23 Wood Street,,2017,-37.79766872,Residential,325,North Melbourne,22,110238,,com_clue_offstreet_car_parking_2017.96414,Off Street Parking
96415,144.9694638,,,101118,131-135 Bourke Street,,2017,-37.8130107,Private,47,Melbourne (CBD),36,101118,,com_clue_offstreet_car_parking_2017.96415,Off Street Parking
96416,144.9685856,,,103711,172-174 Faraday Street,,2017,-37.79858383,Private,217,Carlton,2,103711,,com_clue_offstreet_car_parking_2017.96416,Off Street Parking
96417,144.9466365,,,103342,19 Elm Street,,2017,-37.80403251,Residential,344,North Melbourne,1,103342,,com_clue_offstreet_car_parking_2017.96417,Off Street Parking
96419,144.9878853,,,109587,74-76 Vale Street,,2017,-37.81892927,Residential,657,East Melbourne,8,109587,,com_clue_offstreet_car_parking_2017.96419,Off Street Parking
96420,144.9638231,,,110762,303-317 Collins Street,,2017,-37.81662708,Private,24,Melbourne (CBD),50,110762,,com_clue_offstreet_car_parking_2017.96420,Off Street Parking
96422,144.9482809,,,108383,86 Roden Street,,2017,-37.8070009,Residential,420,West Melbourne (Residential),1,108383,,com_clue_offstreet_car_parking_2017.96422,Off Street Parking
96423,144.9564413,,,592842,116-120 Peel Street,,2017,-37.80531247,Residential,360,North Melbourne,8,592842,,com_clue_offstreet_car_parking_2017.96423,Off Street Parking
96425,144.9453603,,,104587,68-82 Haines Street,,2017,-37.7980255,Residential,325,North Melbourne,18,104587,,com_clue_offstreet_car_parking_2017.96425,Off Street Parking
96426,144.9547591,,,101525,83 Capel Street,,2017,-37.80617422,Residential,434,West Melbourne (Residential),1,101525,,com_clue_offstreet_car_parking_2017.96426,Off Street Parking
96427,144.9679569,,,102675,247-253 Drummond Street,,2017,-37.79983347,Commercial,218,Carlton,205,102675,,com_clue_offstreet_car_parking_2017.96427,Off Street Parking
96430,144.9726281,,,102063,45 Collins Street,,2017,-37.81430616,Commercial,28,Melbourne (CBD),552,102060,,com_clue_offstreet_car_parking_2017.96430,Off Street Parking
96431,144.9445693,,,556325,16 Lothian Street,,2017,-37.80351562,Residential,342,North Melbourne,1,556325,,com_clue_offstreet_car_parking_2017.96431,Off Street Parking
96433,144.947897,,,101848,76-78 Chapman Street,,2017,-37.79531456,Private,353,North Melbourne,12,101848,,com_clue_offstreet_car_parking_2017.96433,Off Street Parking
96434,144.9400142,,,637414,22 South Wharf Drive,,2017,-37.82281555,Residential,773,Docklands,4,637414,,com_clue_offstreet_car_parking_2017.96434,Off Street Parking
96437,144.9615725,,,101245,117-121 Bouverie Street,,2017,-37.80376665,Residential,257,Carlton,4,101245,,com_clue_offstreet_car_parking_2017.96437,Off Street Parking
96439,144.957088,,,105950,520-536 Little Collins Street,,2017,-37.81686865,Commercial,42,Melbourne (CBD),64,105950,,com_clue_offstreet_car_parking_2017.96439,Off Street Parking
96442,144.9840787,,,102005,162-198 Clarendon Street,,2017,-37.81106468,Private,614,East Melbourne,94,102005,,com_clue_offstreet_car_parking_2017.96442,Off Street Parking
96443,144.9467839,,,107741,31 Provost Street,,2017,-37.80216213,Residential,333,North Melbourne,1,107741,,com_clue_offstreet_car_parking_2017.96443,Off Street Parking
96444,144.9867905,,,100269,47 Airlie Street,,2017,-37.83165461,Residential,857,South Yarra,1,100269,,com_clue_offstreet_car_parking_2017.96444,Off Street Parking
96446,144.9875466,,,104514,53-59 Grey Street,,2017,-37.81242152,Residential,610,East Melbourne,14,104514,,com_clue_offstreet_car_parking_2017.96446,Off Street Parking
96449,144.9393277,,,111202,74-92 Gracie Street,,2017,-37.79709929,Private,323,North Melbourne,20,111202,,com_clue_offstreet_car_parking_2017.96449,Off Street Parking
96451,144.9431045,,,102802,135 Dryburgh Street,,2017,-37.80333799,Residential,340,North Melbourne,1,102802,,com_clue_offstreet_car_parking_2017.96451,Off Street Parking
96453,144.9576424,,,106991,21-27 O'Connell Street,,2017,-37.80526325,Residential,361,North Melbourne,28,106991,,com_clue_offstreet_car_parking_2017.96453,Off Street Parking
96454,144.9720594,,,108989,199-207 Spring Street,,2017,-37.81012699,Residential,68,Melbourne (CBD),58,108989,,com_clue_offstreet_car_parking_2017.96454,Off Street Parking
96455,144.9583077,,,101045,165 Berkeley Street,,2017,-37.80156644,Private,239,Carlton,6,101045,,com_clue_offstreet_car_parking_2017.96455,Off Street Parking
96457,144.9726219,,,105172,69 Kay Street,,2017,-37.79538122,Residential,226,Carlton,1,105172,,com_clue_offstreet_car_parking_2017.96457,Off Street Parking
96458,144.9550569,,,101007,13 Benjamin Street,,2017,-37.796277,Residential,918,Parkville,1,101007,,com_clue_offstreet_car_parking_2017.96458,Off Street Parking
