ogc_fid,Longitude,x_coordinate_address,x_coordinate_zip,property_id,street_name,x_coordinate_city,census_year,Latitude,parking_type,block_id,clue_small_area,parking_spaces,base_property_id,x_coordinate_state,FID,Area of Interest
95983,144.9519084,,,623963,6 Boughton Place,,2017,-37.81148935,Residential,101,West Melbourne (Residential),2,623963,,com_clue_offstreet_car_parking_2017.95983,Off Street Parking
95984,144.9562477,,,107329,104-108 Park Drive,,2017,-37.79407889,Residential,912,Parkville,1,107329,,com_clue_offstreet_car_parking_2017.95984,Off Street Parking
95985,144.9894277,,,104544,48 Grey Street,,2017,-37.81189141,Residential,602,East Melbourne,1,104544,,com_clue_offstreet_car_parking_2017.95985,Off Street Parking
95987,144.9687553,,,102073,141-165 Collins Street,,2017,-37.81543178,Private,26,Melbourne (CBD),55,102073,,com_clue_offstreet_car_parking_2017.95987,Off Street Parking
95988,144.9713878,,,107170,105-113 Palmerston Street,,2017,-37.796754,Residential,224,Carlton,8,107170,,com_clue_offstreet_car_parking_2017.95988,Off Street Parking
95989,144.9471076,,,559229,567-571 Spencer Street,,2017,-37.80755245,Residential,419,West Melbourne (Residential),15,559229,,com_clue_offstreet_car_parking_2017.95989,Off Street Parking
95990,144.9699756,,,103618,242-284 Exhibition Street,,2017,-37.80941489,Private,78,Melbourne (CBD),341,103618,,com_clue_offstreet_car_parking_2017.95990,Off Street Parking
95991,144.9684195,,,106064,53-57 Little Palmerston Street,,2017,-37.79656858,Residential,214,Carlton,1,106064,,com_clue_offstreet_car_parking_2017.95991,Off Street Parking
95992,144.9837146,,,104969,191 Hotham Street,,2017,-37.81426793,Residential,617,East Melbourne,2,104969,,com_clue_offstreet_car_parking_2017.95992,Off Street Parking
95994,144.9652691,,,109331,932-944 Swanston Street,,2017,-37.79456183,Private,202,Carlton,2,109331,,com_clue_offstreet_car_parking_2017.95994,Off Street Parking
95995,144.9661569,,,110618,211-229 Sturt Street,,2017,-37.82967464,Residential,744,Southbank,175,110618,,com_clue_offstreet_car_parking_2017.95995,Off Street Parking
95998,144.9626044,,,103310,326 Lonsdale Street,,2017,-37.81157761,Private,85,Melbourne (CBD),30,103309,,com_clue_offstreet_car_parking_2017.95998,Off Street Parking
95999,144.974264,,,106928,57 Nicholson Street,,2017,-37.79970792,Residential,236,Carlton,2,106928,,com_clue_offstreet_car_parking_2017.95999,Off Street Parking
96000,144.9446343,,,104751,112 Hawke Street,,2017,-37.80888332,Residential,416,West Melbourne (Residential),1,104751,,com_clue_offstreet_car_parking_2017.96000,Off Street Parking
96001,144.9710622,,,100783,130-132 Barkly Street,,2017,-37.79984953,Residential,220,Carlton,2,100783,,com_clue_offstreet_car_parking_2017.96001,Off Street Parking
96004,144.9645504,,,108556,325-343 Russell Street,,2017,-37.80818365,Private,96,Melbourne (CBD),10,105490,,com_clue_offstreet_car_parking_2017.96004,Off Street Parking
96006,144.9544926,,,101164,655-667 Bourke Street,,2017,-37.81732118,Private,41,Melbourne (CBD),67,101164,,com_clue_offstreet_car_parking_2017.96006,Off Street Parking
96009,144.949015,,,102363,142 Curzon Street,,2017,-37.79974276,Residential,349,North Melbourne,1,102363,,com_clue_offstreet_car_parking_2017.96009,Off Street Parking
96010,144.9675297,,,105916,201-207 Little Collins Street,,2017,-37.81434123,Private,36,Melbourne (CBD),40,105916,,com_clue_offstreet_car_parking_2017.96010,Off Street Parking
96011,144.9562237,,,106777,38-40 Morrah Street,,2017,-37.79532648,Residential,914,Parkville,1,106777,,com_clue_offstreet_car_parking_2017.96011,Off Street Parking
96013,144.9385646,,,627699,44 South Wharf Drive,,2017,-37.82248653,Residential,773,Docklands,2,627699,,com_clue_offstreet_car_parking_2017.96013,Off Street Parking
96017,144.9890522,,,108777,136 Simpson Street,,2017,-37.81169585,Residential,602,East Melbourne,1,108777,,com_clue_offstreet_car_parking_2017.96017,Off Street Parking
96020,144.9645504,,,606671,394-412 Swanston Street,,2017,-37.80818365,Private,96,Melbourne (CBD),3,105490,,com_clue_offstreet_car_parking_2017.96020,Off Street Parking
96021,144.974586,,,109127,90 Station Street,,2017,-37.79551675,Residential,232,Carlton,1,109127,,com_clue_offstreet_car_parking_2017.96021,Off Street Parking
96023,144.9656594,,,101691,170-174 Cardigan Street,,2017,-37.80110609,Private,246,Carlton,2,101691,,com_clue_offstreet_car_parking_2017.96023,Off Street Parking
96024,144.973246,,,101446,199 Canning Street,,2017,-37.79388943,Residential,227,Carlton,1,101446,,com_clue_offstreet_car_parking_2017.96024,Off Street Parking
96025,144.9533805,,,104178,72 Gatehouse Street,,2017,-37.79521183,Residential,922,Parkville,2,104178,,com_clue_offstreet_car_parking_2017.96025,Off Street Parking
96026,144.9440647,,,608207,204-210 Dryburgh Street,,2017,-37.8015694,Private,335,North Melbourne,84,608207,,com_clue_offstreet_car_parking_2017.96026,Off Street Parking
96031,144.9532987,,,566659,182-200 Spencer Street,,2017,-37.81625435,Residential,51,Melbourne (CBD),367,566659,,com_clue_offstreet_car_parking_2017.96031,Off Street Parking
96032,144.9642885,,,110987,660-674 Swanston Street,,2017,-37.80099105,Residential,245,Carlton,93,110987,,com_clue_offstreet_car_parking_2017.96032,Off Street Parking
96033,144.9857308,,,107693,12 Powlett Street,,2017,-37.81595722,Residential,607,East Melbourne,1,107693,,com_clue_offstreet_car_parking_2017.96033,Off Street Parking
96034,144.9717262,,,103592,11-37 Exhibition Street,,2017,-37.81546152,Commercial,17,Melbourne (CBD),200,103592,,com_clue_offstreet_car_parking_2017.96034,Off Street Parking
96037,144.948574,,,101852,64 Chapman Street,,2017,-37.79585247,Private,353,North Melbourne,4,101852,,com_clue_offstreet_car_parking_2017.96037,Off Street Parking
96038,144.9526694,,,600448,57-63 Rosslyn Street,,2017,-37.80797228,Residential,438,West Melbourne (Residential),6,600448,,com_clue_offstreet_car_parking_2017.96038,Off Street Parking
96039,144.9666005,,,102574,62 Dorrit Street,,2017,-37.79918386,Residential,206,Carlton,1,102574,,com_clue_offstreet_car_parking_2017.96039,Off Street Parking
96041,144.9726318,,,101731,46-50 Carlton Street,,2017,-37.80085227,Residential,238,Carlton,4,101731,,com_clue_offstreet_car_parking_2017.96041,Off Street Parking
96042,144.9855114,,,107640,135 Powlett Street,,2017,-37.81224821,Residential,615,East Melbourne,1,107640,,com_clue_offstreet_car_parking_2017.96042,Off Street Parking
96043,144.9894625,,,110015,12-18 Wellington Parade,,2017,-37.81665385,Private,606,East Melbourne,3,110015,,com_clue_offstreet_car_parking_2017.96043,Off Street Parking
96045,144.9428098,,,110992,40 Stawell Street,,2017,-37.80500638,Private,402,West Melbourne (Residential),9,109154,,com_clue_offstreet_car_parking_2017.96045,Off Street Parking
96047,144.97579,,,107429,14-20 Parliament Place,,2017,-37.81136843,Private,651,East Melbourne,12,107429,,com_clue_offstreet_car_parking_2017.96047,Off Street Parking
96050,144.9899737,,,104840,1099-1103 Hoddle Street,,2017,-37.81551476,Residential,605,East Melbourne,1,104840,,com_clue_offstreet_car_parking_2017.96050,Off Street Parking
96051,144.952684,,,101954,142 Chetwynd Street,,2017,-37.80432649,Residential,356,North Melbourne,1,101954,,com_clue_offstreet_car_parking_2017.96051,Off Street Parking
96052,144.9487843,,,100520,86-88 Arden Street,,2017,-37.80060492,Residential,348,North Melbourne,1,100520,,com_clue_offstreet_car_parking_2017.96052,Off Street Parking
96054,144.9427722,,,594941,49 Stawell Street,,2017,-37.802695,Residential,339,North Melbourne,1,594941,,com_clue_offstreet_car_parking_2017.96054,Off Street Parking
96055,144.9667634,,,110429,102-108 Dodds Street,,2017,-37.82876966,Private,744,Southbank,28,110429,,com_clue_offstreet_car_parking_2017.96055,Off Street Parking
96056,144.9449222,,,100008,121-133 Abbotsford Street,,2017,-37.8043858,Private,342,North Melbourne,13,100008,,com_clue_offstreet_car_parking_2017.96056,Off Street Parking
96057,144.9369691,,,637408,152 Lorimer Street,,2017,-37.82275878,Residential,773,Docklands,2,637408,,com_clue_offstreet_car_parking_2017.96057,Off Street Parking
96058,144.9644486,,,105077,10-16 Ievers Terrace,,2017,-37.8033483,Private,255,Carlton,8,105077,,com_clue_offstreet_car_parking_2017.96058,Off Street Parking
96061,144.9458159,,,108358,205-211 Roden Street,,2017,-37.80977415,Private,428,West Melbourne (Residential),14,108358,,com_clue_offstreet_car_parking_2017.96061,Off Street Parking
96062,144.9487265,,,108393,66 Roden Street,,2017,-37.80664228,Residential,420,West Melbourne (Residential),2,108393,,com_clue_offstreet_car_parking_2017.96062,Off Street Parking
96064,144.9868457,,,104955,105 Hotham Street,,2017,-37.81463601,Residential,608,East Melbourne,2,104955,,com_clue_offstreet_car_parking_2017.96064,Off Street Parking
96065,144.943182,,,108706,40 Shiel Street,,2017,-37.79660734,Residential,318,North Melbourne,1,108706,,com_clue_offstreet_car_parking_2017.96065,Off Street Parking
96066,144.967709,,,102648,147 Drummond Street,,2017,-37.80314509,Residential,252,Carlton,1,102648,,com_clue_offstreet_car_parking_2017.96066,Off Street Parking
96067,144.9643541,,,101588,73-81 Cardigan Street,,2017,-37.8050905,Residential,265,Carlton,6,101588,,com_clue_offstreet_car_parking_2017.96067,Off Street Parking
96068,144.9685944,,,108153,49-67 Rathdowne Street,,2017,-37.80578725,Residential,268,Carlton,67,108153,,com_clue_offstreet_car_parking_2017.96068,Off Street Parking
96069,144.9450397,,,108363,220-228 Roden Street,,2017,-37.80955113,Residential,418,West Melbourne (Residential),7,108363,,com_clue_offstreet_car_parking_2017.96069,Off Street Parking
96070,144.963491,,,103948,325-331 Flinders Lane,,2017,-37.81775826,Private,14,Melbourne (CBD),15,103948,,com_clue_offstreet_car_parking_2017.96070,Off Street Parking
96071,144.9589969,,,109492,93-141 Therry Street,,2017,-37.80771121,Private,114,Melbourne (CBD),20,109492,,com_clue_offstreet_car_parking_2017.96071,Off Street Parking
96072,144.9849366,,,104533,129-135 Grey Street,,2017,-37.8121326,Residential,615,East Melbourne,7,104533,,com_clue_offstreet_car_parking_2017.96072,Off Street Parking
96073,144.9688058,,,104482,28 Grattan Street,,2017,-37.80071335,Residential,219,Carlton,1,104482,,com_clue_offstreet_car_parking_2017.96073,Off Street Parking
96074,144.9383985,,,617399,218-246 Macaulay Road,,2017,-37.79483258,Private,2390,North Melbourne,53,617399,,com_clue_offstreet_car_parking_2017.96074,Off Street Parking
96076,144.9655958,,,101694,148-154 Cardigan Street,,2017,-37.80149832,Private,246,Carlton,20,101694,,com_clue_offstreet_car_parking_2017.96076,Off Street Parking
96080,144.9561417,,,109237,38 Story Street,,2017,-37.79662354,Residential,917,Parkville,1,109237,,com_clue_offstreet_car_parking_2017.96080,Off Street Parking
96083,144.9425607,,,106811,22-24 Munster Terrace,,2017,-37.80346115,Residential,339,North Melbourne,10,106811,,com_clue_offstreet_car_parking_2017.96083,Off Street Parking
96084,144.9676591,,,102643,133-137 Drummond Street,,2017,-37.80343114,Residential,252,Carlton,2,102643,,com_clue_offstreet_car_parking_2017.96084,Off Street Parking
96085,144.9611846,,,106439,8-12 Market Street,,2017,-37.81886873,Private,13,Melbourne (CBD),3,106439,,com_clue_offstreet_car_parking_2017.96085,Off Street Parking
96086,144.9534689,,,638787,214 Chetwynd Street,,2017,-37.80224679,Residential,367,North Melbourne,16,102203,,com_clue_offstreet_car_parking_2017.96086,Off Street Parking
96087,144.9538295,,,106028,593-611 Little Lonsdale Street,,2017,-37.81380965,Residential,71,Melbourne (CBD),324,106028,,com_clue_offstreet_car_parking_2017.96087,Off Street Parking
96088,144.9792726,,,105123,148-156 Jolimont Road,,2017,-37.81702207,Private,656,East Melbourne,40,105123,,com_clue_offstreet_car_parking_2017.96088,Off Street Parking
96089,144.9871382,,,100286,34 Airlie Street,,2017,-37.83217916,Residential,857,South Yarra,2,100286,,com_clue_offstreet_car_parking_2017.96089,Off Street Parking
96090,144.9544719,,,104160,118 Gatehouse Street,,2017,-37.79435385,Residential,922,Parkville,2,104160,,com_clue_offstreet_car_parking_2017.96090,Off Street Parking
96091,144.9423118,,,627658,2-10 Marmion Place,,2017,-37.81341856,Residential,1109,Docklands,348,627658,,com_clue_offstreet_car_parking_2017.96091,Off Street Parking
96092,144.9658273,,,110417,20-22 Kavanagh Street,,2017,-37.82280752,Residential,812,Southbank,176,110417,,com_clue_offstreet_car_parking_2017.96092,Off Street Parking
96093,144.9850446,,,104338,161-165 Gipps Street,,2017,-37.81324137,Residential,616,East Melbourne,1,104338,,com_clue_offstreet_car_parking_2017.96093,Off Street Parking
96095,144.9442381,,,102828,355-357 Dryburgh Street,,2017,-37.79742132,Residential,318,North Melbourne,1,102828,,com_clue_offstreet_car_parking_2017.96095,Off Street Parking
96097,144.9733662,,,103062,41 Elgin Street,,2017,-37.7980361,Residential,234,Carlton,2,103062,,com_clue_offstreet_car_parking_2017.96097,Off Street Parking
96100,144.9576217,,,108467,73 Royal Parade,,2017,-37.79480465,Residential,915,Parkville,2,108467,,com_clue_offstreet_car_parking_2017.96100,Off Street Parking
96102,144.9603554,,,105708,419-421 Lonsdale Street,,2017,-37.81313072,Residential,64,Melbourne (CBD),8,105708,,com_clue_offstreet_car_parking_2017.96102,Off Street Parking
96106,144.9570131,,,109207,3 Story Street,,2017,-37.79672581,Residential,916,Parkville,1,109207,,com_clue_offstreet_car_parking_2017.96106,Off Street Parking
96107,144.988235,,,108794,22 Simpson Street,,2017,-37.81605015,Residential,606,East Melbourne,2,108794,,com_clue_offstreet_car_parking_2017.96107,Off Street Parking
96109,144.9695681,,,110435,18-24 Dorcas Street,,2017,-37.83002436,Residential,748,Southbank,330,110435,,com_clue_offstreet_car_parking_2017.96109,Off Street Parking
96110,144.9671867,,,106047,158-162 Little Lonsdale Street,,2017,-37.80954056,Residential,87,Melbourne (CBD),6,106047,,com_clue_offstreet_car_parking_2017.96110,Off Street Parking
96111,144.9446292,,,102856,455 Dryburgh Street,,2017,-37.79439695,Residential,305,North Melbourne,1,102856,,com_clue_offstreet_car_parking_2017.96111,Off Street Parking
96112,144.9718183,,,103078,83-85 Elgin Street,,2017,-37.79784567,Residential,223,Carlton,1,103078,,com_clue_offstreet_car_parking_2017.96112,Off Street Parking
96113,144.9902809,,,109606,568 Victoria Parade,,2017,-37.810239,Residential,601,East Melbourne,2,109606,,com_clue_offstreet_car_parking_2017.96113,Off Street Parking
96114,144.9546313,,,107346,32 Park Drive,,2017,-37.7960581,Residential,918,Parkville,4,107346,,com_clue_offstreet_car_parking_2017.96114,Off Street Parking
96117,144.9522775,,,105366,364 King Street,,2017,-37.80818389,Residential,438,West Melbourne (Residential),1,105366,,com_clue_offstreet_car_parking_2017.96117,Off Street Parking
96118,144.9531874,,,104120,7-11 Gardiner Street,,2017,-37.80461511,Private,356,North Melbourne,1,104120,,com_clue_offstreet_car_parking_2017.96118,Off Street Parking
96119,144.9557453,,,107489,113-115 Peel Street,,2017,-37.80534793,Private,358,North Melbourne,2,107489,,com_clue_offstreet_car_parking_2017.96119,Off Street Parking
96120,144.9739826,,,109062,77 Station Street,,2017,-37.79572422,Residential,231,Carlton,1,109062,,com_clue_offstreet_car_parking_2017.96120,Off Street Parking
96123,144.9710224,,,526393,28 Punch Lane,,2017,-37.81024938,Residential,68,Melbourne (CBD),1,526393,,com_clue_offstreet_car_parking_2017.96123,Off Street Parking
96124,144.9868533,,,104352,84 Gipps Street,,2017,-37.812816,Residential,610,East Melbourne,3,104352,,com_clue_offstreet_car_parking_2017.96124,Off Street Parking
96125,144.9503804,,,573375,507 Queensberry Street,,2017,-37.80351804,Residential,354,North Melbourne,4,573375,,com_clue_offstreet_car_parking_2017.96125,Off Street Parking
96126,144.9503704,,,103481,184-188 Errol Street,,2017,-37.80048058,Residential,371,North Melbourne,5,103481,,com_clue_offstreet_car_parking_2017.96126,Off Street Parking
96127,144.9599965,,,102125,422-428 Collins Street,,2017,-37.81679183,Residential,33,Melbourne (CBD),24,102125,,com_clue_offstreet_car_parking_2017.96127,Off Street Parking
96130,144.9655727,,,107140,15-17 Palmerston Place,,2017,-37.79581831,Residential,203,Carlton,1,107140,,com_clue_offstreet_car_parking_2017.96130,Off Street Parking
96131,144.9542111,,,107271,89 Park Drive,,2017,-37.79549295,Residential,922,Parkville,1,107271,,com_clue_offstreet_car_parking_2017.96131,Off Street Parking
96132,144.9634054,,,109328,715-721 Swanston Street,,2017,-37.80115001,Private,243,Carlton,20,109328,,com_clue_offstreet_car_parking_2017.96132,Off Street Parking
96133,144.942346,,,105410,17-23 Kipling Street,,2017,-37.7950089,Residential,306,North Melbourne,4,105410,,com_clue_offstreet_car_parking_2017.96133,Off Street Parking
96135,144.9551885,,,102241,10-20 Courtney Street,,2017,-37.80237055,Residential,375,North Melbourne,37,102241,,com_clue_offstreet_car_parking_2017.96135,Off Street Parking
96136,144.9744557,,,100338,486-492 Albert Street,,2017,-37.80901092,Private,644,East Melbourne,24,100338,,com_clue_offstreet_car_parking_2017.96136,Off Street Parking
96141,144.9501537,,,108426,124 Rosslyn Street,,2017,-37.80855033,Residential,431,West Melbourne (Residential),1,108426,,com_clue_offstreet_car_parking_2017.96141,Off Street Parking
96142,144.9489027,,,107844,18-20 Purcell Street,,2017,-37.80209946,Residential,346,North Melbourne,2,107844,,com_clue_offstreet_car_parking_2017.96142,Off Street Parking
96145,144.9373734,,,627711,4 Stokehold Mews,,2017,-37.82283308,Residential,773,Docklands,1,627711,,com_clue_offstreet_car_parking_2017.96145,Off Street Parking
96147,144.9693917,,,103142,156-160 Elgin Street,,2017,-37.79713752,Private,215,Carlton,2,103142,,com_clue_offstreet_car_parking_2017.96147,Off Street Parking
96148,144.947217,,,598612,100-108 Harbour Esplanade,,2017,-37.81817241,Private,1103,Docklands,51,573403,,com_clue_offstreet_car_parking_2017.96148,Off Street Parking
96150,144.9858436,,,102022,57-63 Clowes Street,,2017,-37.83095067,Residential,855,South Yarra,2,102022,,com_clue_offstreet_car_parking_2017.96150,Off Street Parking
96151,144.9471599,,,106620,14 Miller Street,,2017,-37.80556451,Residential,405,West Melbourne (Residential),2,106620,,com_clue_offstreet_car_parking_2017.96151,Off Street Parking
96152,144.9523366,,,568261,12 Mary Street,,2017,-37.79928924,Private,378,North Melbourne,2,568261,,com_clue_offstreet_car_parking_2017.96152,Off Street Parking
96156,144.9893758,,,105003,36-38 Hotham Street,,2017,-37.81418115,Residential,604,East Melbourne,2,105003,,com_clue_offstreet_car_parking_2017.96156,Off Street Parking
96158,144.9730521,,,103667,53 Faraday Street,,2017,-37.79951954,Residential,236,Carlton,1,103667,,com_clue_offstreet_car_parking_2017.96158,Off Street Parking
96159,144.9540932,,,107268,81-83 Park Drive,,2017,-37.79562258,Residential,922,Parkville,2,107268,,com_clue_offstreet_car_parking_2017.96159,Off Street Parking
96160,144.9586604,,,111175,8 Whiteman Street,,2017,-37.82312164,Commercial,803,Southbank,1390,110477,,com_clue_offstreet_car_parking_2017.96160,Off Street Parking
96161,144.950189,,,103494,130-140 Errol Street,,2017,-37.80183568,Residential,370,North Melbourne,17,103494,,com_clue_offstreet_car_parking_2017.96161,Off Street Parking
96164,144.9865927,,,100262,3-9 Airlie Street,,2017,-37.83261328,Residential,857,South Yarra,2,100262,,com_clue_offstreet_car_parking_2017.96164,Off Street Parking
96165,144.9408583,,,624193,28A Mark Street,,2017,-37.7937034,Residential,2389,North Melbourne,1,624193,,com_clue_offstreet_car_parking_2017.96165,Off Street Parking
96167,144.9834955,,,104265,194 George Street,,2017,-37.81480708,Residential,617,East Melbourne,1,104265,,com_clue_offstreet_car_parking_2017.96167,Off Street Parking
96168,144.9452253,,,588807,208-226 Harbour Esplanade,,2017,-37.81314284,Private,1102,Docklands,158,588807,,com_clue_offstreet_car_parking_2017.96168,Off Street Parking
96169,144.9418165,,,106799,27-31 Munster Terrace,,2017,-37.80328527,Private,338,North Melbourne,15,106799,,com_clue_offstreet_car_parking_2017.96169,Off Street Parking
96172,144.9453129,,,100026,221 Abbotsford Street,,2017,-37.80204815,Private,334,North Melbourne,2,100026,,com_clue_offstreet_car_parking_2017.96172,Off Street Parking
96173,144.9519896,,,623961,46-48 Jeffcott Street,,2017,-37.81166198,Residential,101,West Melbourne (Residential),2,623961,,com_clue_offstreet_car_parking_2017.96173,Off Street Parking
96175,144.9838458,,,104267,190A George Street,,2017,-37.81484746,Residential,617,East Melbourne,2,104267,,com_clue_offstreet_car_parking_2017.96175,Off Street Parking
96178,144.956633,,,512825,49 Fitzgibbon Street,,2017,-37.79529293,Residential,914,Parkville,2,512825,,com_clue_offstreet_car_parking_2017.96178,Off Street Parking
96179,144.9881053,,,108756,139 Simpson Street,,2017,-37.81264745,Residential,610,East Melbourne,1,108756,,com_clue_offstreet_car_parking_2017.96179,Off Street Parking
96180,144.9802935,,,599879,127-131 Wellington Parade South,,2017,-37.81684586,Residential,656,East Melbourne,6,599879,,com_clue_offstreet_car_parking_2017.96180,Off Street Parking
96181,144.9876835,,,108736,55 Simpson Street,,2017,-37.81504729,Residential,608,East Melbourne,1,108736,,com_clue_offstreet_car_parking_2017.96181,Off Street Parking
96183,144.9651941,,,103049,3 Elgin Place,,2017,-37.79646834,Residential,203,Carlton,1,103049,,com_clue_offstreet_car_parking_2017.96183,Off Street Parking
96184,144.9406594,,,573327,37-43 Caravel Lane,,2017,-37.8149263,Residential,1109,Docklands,250,573327,,com_clue_offstreet_car_parking_2017.96184,Off Street Parking
96185,144.9885505,,,104290,54-60 George Street,,2017,-37.81540209,Residential,605,East Melbourne,2,104290,,com_clue_offstreet_car_parking_2017.96185,Off Street Parking
96186,144.9677852,,,102665,185 Drummond Street,,2017,-37.80192437,Residential,247,Carlton,2,102665,,com_clue_offstreet_car_parking_2017.96186,Off Street Parking
96188,144.9706574,,,108661,332 St Kilda Road,,2017,-37.82984219,Private,748,Southbank,65,108661,,com_clue_offstreet_car_parking_2017.96188,Off Street Parking
96189,144.9407909,,,110531,95-97 Lorimer Street,,2017,-37.82412846,Private,772,Docklands,15,110531,,com_clue_offstreet_car_parking_2017.96189,Off Street Parking
96190,144.9367263,,,617431,300 Macaulay Road,,2017,-37.79438686,Private,2390,North Melbourne,25,617431,,com_clue_offstreet_car_parking_2017.96190,Off Street Parking
96192,144.974241,,,109077,131-133 Station Street,,2017,-37.79422112,Residential,229,Carlton,1,109077,,com_clue_offstreet_car_parking_2017.96192,Off Street Parking
96193,144.9384875,,,100510,294-296 Arden Street,,2017,-37.79932495,Private,314,North Melbourne,10,100510,,com_clue_offstreet_car_parking_2017.96193,Off Street Parking
96195,144.945507,,,102885,456-474 Dryburgh Street,,2017,-37.79410587,Private,304,North Melbourne,10,102885,,com_clue_offstreet_car_parking_2017.96195,Off Street Parking
96196,144.9548831,,,108970,44-64 Spencer Street,,2017,-37.81970047,Private,21,Melbourne (CBD),27,108970,,com_clue_offstreet_car_parking_2017.96196,Off Street Parking
96197,144.9599676,,,101182,458-466 Bourke Street,,2017,-37.81482935,Private,53,Melbourne (CBD),6,101182,,com_clue_offstreet_car_parking_2017.96197,Off Street Parking
96199,144.9442712,,,102836,377-379 Dryburgh Street,,2017,-37.79690015,Residential,318,North Melbourne,1,102836,,com_clue_offstreet_car_parking_2017.96199,Off Street Parking
96201,144.9741114,,,109068,101 Station Street,,2017,-37.79494944,Residential,229,Carlton,1,109068,,com_clue_offstreet_car_parking_2017.96201,Off Street Parking
96203,144.9741019,,,108977,25-31 Spring Street,,2017,-37.81454561,Residential,18,Melbourne (CBD),111,108977,,com_clue_offstreet_car_parking_2017.96203,Off Street Parking
96208,144.9482723,,,104716,35 Hawke Street,,2017,-37.80637198,Residential,420,West Melbourne (Residential),1,104716,,com_clue_offstreet_car_parking_2017.96208,Off Street Parking
96209,144.9488946,,,100521,84 Arden Street,,2017,-37.80063284,Residential,348,North Melbourne,2,100521,,com_clue_offstreet_car_parking_2017.96209,Off Street Parking
96211,144.9471763,,,108376,132-134 Roden Street,,2017,-37.80792583,Residential,419,West Melbourne (Residential),2,108376,,com_clue_offstreet_car_parking_2017.96211,Off Street Parking
96214,144.9468951,,,109728,389 Victoria Street,,2017,-37.80517466,Residential,405,West Melbourne (Residential),1,109728,,com_clue_offstreet_car_parking_2017.96214,Off Street Parking
96216,144.9695441,,,107186,165-169 Palmerston Street,,2017,-37.79642596,Residential,215,Carlton,2,107186,,com_clue_offstreet_car_parking_2017.96216,Off Street Parking
96219,144.9532018,,,107249,33 Park Drive,,2017,-37.79661993,Residential,922,Parkville,1,107249,,com_clue_offstreet_car_parking_2017.96219,Off Street Parking
96220,144.9553648,,,107295,151 Park Drive,,2017,-37.7942523,Residential,922,Parkville,1,107295,,com_clue_offstreet_car_parking_2017.96220,Off Street Parking
96221,144.9500913,,,105346,557 King Street,,2017,-37.80691757,Private,426,West Melbourne (Residential),1,105346,,com_clue_offstreet_car_parking_2017.96221,Off Street Parking
96222,144.9382101,,,627683,47 South Wharf Drive,,2017,-37.8227086,Residential,773,Docklands,1,627683,,com_clue_offstreet_car_parking_2017.96222,Off Street Parking
96223,144.987409,,,104358,66-68 Gipps Street,,2017,-37.81288434,Private,610,East Melbourne,6,104358,,com_clue_offstreet_car_parking_2017.96223,Off Street Parking
96225,144.9452736,,,110242,24 Wood Street,,2017,-37.79713122,Residential,324,North Melbourne,1,110242,,com_clue_offstreet_car_parking_2017.96225,Off Street Parking
96226,144.9685075,,,103937,183-185 Flinders Lane,,2017,-37.81631794,Residential,16,Melbourne (CBD),10,103937,,com_clue_offstreet_car_parking_2017.96226,Off Street Parking
96230,144.9632597,,,109386,442-456 Swanston Street,,2017,-37.80636926,Private,265,Carlton,30,109386,,com_clue_offstreet_car_parking_2017.96230,Off Street Parking
96231,144.9372518,,,626355,2-28 Leven Avenue,,2017,-37.81542949,Residential,1109,Docklands,22,626355,,com_clue_offstreet_car_parking_2017.96231,Off Street Parking
96235,144.9692732,,,103713,160 Faraday Street,,2017,-37.79864496,Residential,216,Carlton,1,103713,,com_clue_offstreet_car_parking_2017.96235,Off Street Parking
96236,144.9421809,,,110784,181-185 Arden Street,,2017,-37.80081428,Private,337,North Melbourne,42,110784,,com_clue_offstreet_car_parking_2017.96236,Off Street Parking
96238,144.9652752,,,109340,904 Swanston Street,,2017,-37.79525437,Residential,202,Carlton,2,109340,,com_clue_offstreet_car_parking_2017.96238,Off Street Parking
96246,144.9468418,,,107112,74-80 O'Shanassy Street,,2017,-37.79945374,Residential,327,North Melbourne,23,107112,,com_clue_offstreet_car_parking_2017.96246,Off Street Parking
96248,144.9620604,,,104079,79-81 Franklin Street,,2017,-37.80808349,Private,105,Melbourne (CBD),2,104079,,com_clue_offstreet_car_parking_2017.96248,Off Street Parking
96249,144.9476673,,,108423,210-224 Rosslyn Street,,2017,-37.80975054,Private,430,West Melbourne (Residential),3,108423,,com_clue_offstreet_car_parking_2017.96249,Off Street Parking
96251,144.9503774,,,105342,541-543 King Street,,2017,-37.80719733,Private,426,West Melbourne (Residential),11,105342,,com_clue_offstreet_car_parking_2017.96251,Off Street Parking
96252,144.9472568,,,100093,492 Abbotsford Street,,2017,-37.79464098,Residential,353,North Melbourne,1,100093,,com_clue_offstreet_car_parking_2017.96252,Off Street Parking
96257,144.9884731,,,101067,53 Berry Street,,2017,-37.81793,Residential,657,East Melbourne,1,101067,,com_clue_offstreet_car_parking_2017.96257,Off Street Parking
96258,144.9675753,,,105496,36-40 La Trobe Street,,2017,-37.80812962,Residential,97,Melbourne (CBD),2,105496,,com_clue_offstreet_car_parking_2017.96258,Off Street Parking
96259,144.9730551,,,101505,40 Canning Street,,2017,-37.79853786,Residential,234,Carlton,1,101505,,com_clue_offstreet_car_parking_2017.96259,Off Street Parking
96260,144.9582515,,,110143,192-228 William Street,,2017,-37.81404832,Private,63,Melbourne (CBD),24,110143,,com_clue_offstreet_car_parking_2017.96260,Off Street Parking
