X,Y,OBJECTID,TFM_ID,TFM_LRS_ID,TFM_DESC,TFM_TYP_DE,MOVEMENT_T,SITE_DESC,ROAD_NBR,DECLARED_R,LOCAL_ROAD,DATA_SRC_C,YEAR_SINCE,LAST_YEAR,DATA_SOURC,TIME_CATEG,AADT_ALLVE,AADT_TRUCK,PER_TRUCKS,HF_NUMBER,HLINK_NUMB,HF_ROUTE,HF_ROUTE_D,HF_DESCRIP,HF_SEQUENC,RAMP_TYPE
2496015.76,2409638.853,45964,56127,204876,KING ST NW OF LONSDALE ST,INTERSECTION,All Moves,KING ST/LONSDALE ST,5041,KING STREET,KING STREET,SCATS,1,2020,Scats,Less than 2 Years,,,,1751,2944,875,1,KING STREET S Bd btwn LATROBE STREET & LONSDALE STREET,4,ROAD
2497791.288,2408756.621,46342,52070,147355,ALEXANDRA AVE SE OF LINLITHGOW AVE,INTERSECTION,Left Missing,ALEXANDRA AVE/LINLITHGOW AVE,2240,YARRA BANK HIGHWAY,ALEXANDRA AVENUE,SCATS,1,2020,Scats,Less than 2 Years,26000,,,8087,4664,5,1,ALEXANDRA AVE NW BD BTWN SWAN ST & LINLITHGOW AVE,2,ROAD
2496124.327,2410569.144,46561,46747,149995,PEEL ST S OF QUEENSBERRY ST,INTERSECTION,All Moves,QUEENSBERRY ST/PEEL ST,5082,VICTORIA STREET,VICTORIA STREET,SCATS,1,2020,Scats,Less than 2 Years,11000,,,8672,3090,465,0,PEEL STREET N Bd btwn VICTORIA STREET & QUEENSBERRY STREET,2,ROAD
2497612.238,2410000.551,46619,50164,150819,SPRING ST NW OF BOURKE ST,INTERSECTION,All Moves,SPRING ST/BOURKE ST,9999,Missing Data,SPRING STREET,SCATS,1,2020,Scats,Less than 2 Years,6600,,,7402,8750,1658,1,SPRING STREET S Bd btwn NICHOLSON STREET & BOURKE STREET,3,ROAD
2496538.275,2409560.853,46978,54450,150543,BOURKE ST W OF QUEEN ST,INTERSECTION,All Moves,QUEEN ST/BOURKE ST,9999,Missing Data,BOURKE STREET,SCATS,1,2020,Scats,Less than 2 Years,4000,,,5095,7407,1077,0,BOURKE STREET E Bd btwn WILLIAM STREET & QUEEN STREET,3,ROAD
2496407.191,2410527.881,47441,44977,144952,VICTORIA ST W OF ELIZABETH ST,INTERSECTION,Left Missing,ELIZABETH ST/VICTORIA ST,5082,VICTORIA STREET,VICTORIA STREET,SCATS,1,2020,Scats,Less than 2 Years,10000,,,2309,3138,470,0,VICTORIA ST E BD BTWN PEEL ST & ELIZABETH ST,1,ROAD
2496806.721,2409411.202,47446,53043,145013,COLLINS ST SW OF ELIZABETH ST,INTERSECTION,All Moves,ELIZABETH ST/COLLINS ST,9999,Missing Data,COLLINS STREET,SCATS,2,2019,Scats,Between 2 and 5 Years,5600,,,15241,2470,1248,0,COLLINS STREET E Bd btwn QUEEN STREET & ELIZABETH STREET,4.25,ROAD
2496845.011,2409398.268,47450,53621,145076,ELIZABETH ST SE OF COLLINS ST,INTERSECTION,All Moves,ELIZABETH ST/COLLINS ST,9999,Missing Data,ELIZABETH STREET,SCATS,2,2019,Scats,Between 2 and 5 Years,3400,,,15622,2476,683,0,ELIZABETH STREET N BD btwn FLINDERS STREET & COLLINS STREET,0.3,ROAD
2496031.637,2409595.578,47559,38281,145046,KING ST SE OF LONSDALE ST,INTERSECTION,All Moves,KING ST/LONSDALE ST,5041,KING STREET,KING STREET,SCATS,2,2019,Scats,Between 2 and 5 Years,26000,,,9592,2945,875,0,KING STREET N Bd btwn BOURKE STREET & LONSDALE STREET,3,ROAD
2497234.271,2410311.629,47782,46622,144781,LATROBE ST W OF EXHIBITION ST,INTERSECTION,All Moves,EXHIBITION ST/LATROBE ST,9999,Missing Data,LA TROBE STREET,SCATS,1,2020,Scats,Less than 2 Years,,,,6737,8182,1442,0,LATROBE STREET E Bd btwn RUSSELL STREET & EXHIBITION STREET,10,ROAD
2496387.718,2410767.571,47938,43783,148327,QUEENSBERRY ST E OF ELIZABETH ST,INTERSECTION,All Moves,ELIZABETH ST/QUEENSBERRY ST,9999,Missing Data,QUEENSBERRY STREET,SCATS,3,2018,Scats,Between 2 and 5 Years,,,,14711,8592,1558,1,QUEENSBERRY STREET W Bd btwn BOUVERIE STREET & ELIZABETH STREET,5,ROAD
2496993.052,2410447.963,48371,39015,149771,VICTORIA ST E OF CARDIGAN ST,INTERSECTION,All Moves,VICTORIA ST/CARDIGAN ST/FRANKLIN ST,5082,VICTORIA STREET,VICTORIA STREET,SCATS,1,2020,Scats,Less than 2 Years,22000,,,9633,3143,470,1,VICTORIA ST W BD BTWN LYGON ST & CARDIGAN ST,5,ROAD
2495488.093,2410602.246,48432,53297,150716,KING ST SE OF HAWKE ST,INTERSECTION,All Moves,KING ST/HAWKE ST,5041,KING STREET,KING STREET,SCATS,1,2020,Scats,Less than 2 Years,17000,,,8625,2942,875,0,KING STREET NWBd btwn DUDLEY STREET & HAWKE STREET,6,ROAD
2496089.183,2409438.091,48463,49764,150623,KING ST NW OF BOURKE ST,INTERSECTION,All Moves,KING ST/BOURKE ST,5041,KING STREET,KING STREET,SCATS,1,2020,Scats,Less than 2 Years,,,,1752,2945,875,1,KING STREET S Bd btwn LONSDALE STREET & BOURKE STREET,5,ROAD
2495596.173,2410096.701,48472,41125,149521,SPENCER ST SE OF HAWKE ST,INTERSECTION,All Moves,SPENCER ST/HAWKE ST,5061,SPENCER STREET,SPENCER STREET,SCATS,3,2018,Scats,Between 2 and 5 Years,13000,,,9617,3069,464,0,SPENCER STREET NWBd btwn DUDLEY STREET & HAWKE STREET,7,ROAD
2495815.181,2409510.05,48983,54295,143695,SPENCER ST SE OF LONSDALE ST,INTERSECTION,All Moves,SPENCER ST/LONSDALE ST,5061,SPENCER STREET,SPENCER STREET,SCATS,1,2020,Scats,Less than 2 Years,10000,,,8666,3072,464,0,SPENCER STREET N Bd btwn BOURKE STREET & LONSDALE STREET,4,ROAD
2498032.062,2409496.965,49138,51955,144428,WELLINGTON_PDE E of LANSDOWNE_ST,INTERSECTION,All Moves,WELLINGTON PDE/LANSDOWNE ST,5103,WELLINGTON PARADE,WELLINGTON PARADE,SCATS,1,2020,Scats,Less than 2 Years,21000,,,9088,3213,475,1,WELLINGTON PARADE W Bd btwn JOLIMONT ROAD & LANSDOWNE STREET,4,ROAD
2496601.327,2408872.191,49317,49523,145181,QUEENSBRIDGE ST S OF SOUTHBANKBVD,INTERSECTION,All Moves,QUEENSBRIDGE ST/CASINO ACCESS,9999,Missing Data,QUEENS BRIDGE STREET,SCATS,1,2020,Scats,Less than 2 Years,10000,,,14334,8598,1449,0,QUEENSBRIDGE STREET N Bd btwn POWER STREET & SOUTHBANK BOULEVARD,7,ROAD
2497043.287,2410207.604,49370,48347,145711,RUSSELL ST SE OF LATROBE ST,INTERSECTION,All Moves,RUSSELL ST/LA TROBE ST,9999,Missing Data,RUSSELL STREET,SCATS,1,2020,Scats,Less than 2 Years,,,,14731,8668,1562,0,RUSSELL STREET N Bd btwn LONSDALE STREET & LATROBE STREET,4,ROAD
2496970.871,2410450.951,49385,45732,144873,VICTORIA ST W OF RUSSELL ST,INTERSECTION,All Moves,VICTORIA ST/LYGON ST/RUSSELL ST,5082,VICTORIA STREET,VICTORIA STREET,SCATS,1,2020,Scats,Less than 2 Years,21000,,,1806,3143,470,0,VICTORIA ST E BD BTWN CARDIGAN ST & LYGON ST,6,ROAD
2496048.555,2408869.671,49828,38186,145931,SPENCER ST SE OF FLINDERS ST,INTERSECTION,All Moves,SPENCER ST/FLINDERS ST,5061,SPENCER STREET,SPENCER STREET,SCATS,1,2020,Scats,Less than 2 Years,11000,,,9616,3076,464,0,SPENCER STREET N Bd btwn CLARENDON STREET & FLINDERS STREET,1,ROAD
2496433.983,2410523.26,49859,40043,149730,VICTORIA ST W OF BOUVERIE ST,INTERSECTION,All Moves,VICTORIA ST/BOUVERIE ST/THERRY ST,5082,VICTORIA STREET,VICTORIA STREET,SCATS,1,2020,Scats,Less than 2 Years,19000,,,2310,3139,470,0,VICTORIA ST E BD BTWN ELIZABETH ST & BOUVERIE ST,2,ROAD
2496115.998,2410570.292,49912,48444,144320,VICTORIA ST W OF PEEL ST,INTERSECTION,All Moves,VICTORIA PDE/PEEL ST,9999,Missing Data,VICTORIA STREET,SCATS,1,2020,Scats,Less than 2 Years,8100,,,7126,112,1234,0,VICTORIA STREET E Bd btwn CHETWYND STREET & PEEL STREET,4,ROAD
